Mean value Kinetic Energy = 3.738 +/- 0.006
Mean value Potential Energy = 0.038 +/- 0.000
Mean value Total Energy = 3.776 +/- 0.006
Mean value Temperature = 301.091 +/- 0.452
Mean value Pressure = 63147374.853 +/- 102114.371
